"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","seasonal","annual","interannual","total","proportion_seasonal","proportion_annual","proportion_interannual"
2151,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_NA_100.93",29.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,37.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,"40","SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,"2190","6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)",NA,NA,0.678613072923986,0.671147914304432,0.155809729076614,1.50557071630503,0.450734771588436,0.445776413579272,0.103488814832293
2152,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_NA_100.93",22.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,38.8,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,"40","SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,"2190","6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)",NA,NA,0.678613072923986,0.671147914304432,0.155809729076614,1.50557071630503,0.450734771588436,0.445776413579272,0.103488814832293
2153,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_NA_100.93",24.7,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,39.8,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,"40","SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,"2190","6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)",NA,NA,0.678613072923986,0.671147914304432,0.155809729076614,1.50557071630503,0.450734771588436,0.445776413579272,0.103488814832293
2154,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_NA_100.93",29.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,42,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,"40","SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,"2190","6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)",NA,NA,0.678613072923986,0.671147914304432,0.155809729076614,1.50557071630503,0.450734771588436,0.445776413579272,0.103488814832293
10,"Acipenser brevirostrum","Acipenser","brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_NA_-66.13",10,45.3,-66.13,"","Acipenser","brevirostrum","Carter's Point Kingston New Brunswick Canada",NA,27.6,"tmax",0.35,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1460","4-6 years (IUCN Red List)","730","2-3 years (IUCN Red List)",NA,"10-100","GENETIC: suggests less dispersal than marine+ but more than freshwater or estuarine species with PLD - estimate based on that of 10-100+ intermediate group (https://doi.org/10.1023/A:1015275602748) MIGRATION: up to 200km moved to spawn (NatureServe Explorer)",NA,"143","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","Y","","""may be inactive in winter"" but not dormant (NatureServe Explorer)","migratory","IUCN Red List","Spring-Fall","Spring-Fall","DISTANCE: up to 200km moved to spawn (IUCN Redlist) TIMING: spring and fall+ in spring spent individuals migrate downstream+ passing the rest of the population moving upstream (NatureServe Explorer) POPULATION SPECIFIC: see details on IUCN and NatureServe Explorer","Nikki","3.14-314.16","2-20km home range length depending on season+ used as diameter of circle (https://doi.org/10.1111/j.1439-0426.2009.01224.x)","24455","32-67 years max (IUCN)",NA,NA,NA,6.47664202713964,5.53374072799306,0.371177546119507,12.3815603012522,0.5230877102367,0.446934036854257,0.0299782529090432
11,"Acipenser brevirostrum","Acipenser","brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_NA_-66.13",15,45.3,-66.13,"","Acipenser","brevirostrum","Carter's Point Kingston New Brunswick Canada",NA,31.5,"tmax",0.91,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1460","4-6 years (IUCN Red List)","730","2-3 years (IUCN Red List)",NA,"10-100","GENETIC: suggests less dispersal than marine+ but more than freshwater or estuarine species with PLD - estimate based on that of 10-100+ intermediate group (https://doi.org/10.1023/A:1015275602748) MIGRATION: up to 200km moved to spawn (NatureServe Explorer)",NA,"143","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","Y","","""may be inactive in winter"" but not dormant (NatureServe Explorer)","migratory","IUCN Red List","Spring-Fall","Spring-Fall","DISTANCE: up to 200km moved to spawn (IUCN Redlist) TIMING: spring and fall+ in spring spent individuals migrate downstream+ passing the rest of the population moving upstream (NatureServe Explorer) POPULATION SPECIFIC: see details on IUCN and NatureServe Explorer","Nikki","3.14-314.16","2-20km home range length depending on season+ used as diameter of circle (https://doi.org/10.1111/j.1439-0426.2009.01224.x)","24455","32-67 years max (IUCN)",NA,NA,NA,6.47664202713964,5.53374072799306,0.371177546119507,12.3815603012522,0.5230877102367,0.446934036854257,0.0299782529090432
12,"Acipenser brevirostrum","Acipenser","brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_NA_-66.13",20,45.3,-66.13,"","Acipenser","brevirostrum","Carter's Point Kingston New Brunswick Canada",NA,32.8,"tmax",1.17,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1460","4-6 years (IUCN Red List)","730","2-3 years (IUCN Red List)",NA,"10-100","GENETIC: suggests less dispersal than marine+ but more than freshwater or estuarine species with PLD - estimate based on that of 10-100+ intermediate group (https://doi.org/10.1023/A:1015275602748) MIGRATION: up to 200km moved to spawn (NatureServe Explorer)",NA,"143","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","Y","","""may be inactive in winter"" but not dormant (NatureServe Explorer)","migratory","IUCN Red List","Spring-Fall","Spring-Fall","DISTANCE: up to 200km moved to spawn (IUCN Redlist) TIMING: spring and fall+ in spring spent individuals migrate downstream+ passing the rest of the population moving upstream (NatureServe Explorer) POPULATION SPECIFIC: see details on IUCN and NatureServe Explorer","Nikki","3.14-314.16","2-20km home range length depending on season+ used as diameter of circle (https://doi.org/10.1111/j.1439-0426.2009.01224.x)","24455","32-67 years max (IUCN)",NA,NA,NA,6.47664202713964,5.53374072799306,0.371177546119507,12.3815603012522,0.5230877102367,0.446934036854257,0.0299782529090432
89,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Martin 1988","Comte","Ambassis ambassis_-30.86_NA_25.14",24,-30.86,25.14,"","Ambassis","ambassis","South Africa",14,36.5,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,5.31276254534382,28.7057626524005,0.662959477294279,34.6814846750386,0.153187286966627,0.827697052804114,0.0191156602292587
90,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_NA_79.76",20,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish India",7,35.49,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
91,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_NA_79.76",25,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",7,36.47,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
92,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_NA_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",7,37.02,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
93,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_NA_79.76",30,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",7,37.54,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
94,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_NA_79.76",35,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",7,38.54,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
95,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_NA_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,37.02,"tmax",0.13,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
96,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_NA_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,38.5,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA,NA,2.47186731901512,2.56008977132623,0.193451169491405,5.22540825983275,0.473047692371933,0.489931053044297,0.0370212545837704
